Source,Target,Weight
WASP/JANET VAN DYNE,DOC SAMSON/DR. LEONA,10
WASP/JANET VAN DYNE,FORGOTTEN ONE/GILGAM,9
WASP/JANET VAN DYNE,MR. FANTASTIC/REED R,95
WASP/JANET VAN DYNE,MOLECULE MAN/OWEN RE,11
WASP/JANET VAN DYNE,THUNDERSTRIKE/ERIC K,12
WASP/JANET VAN DYNE,PUCK/EUGENE MILTON J,8
WASP/JANET VAN DYNE,"HUDSON, HEATHER",6
WASP/JANET VAN DYNE,MOCKINGBIRD/DR. BARB,54
WASP/JANET VAN DYNE,HUMAN TORCH ANDROID/,19
WASP/JANET VAN DYNE,SUNFIRE/SHIRO YOSHID,8
WASP/JANET VAN DYNE,"CAGE, LUKE/CARL LUCA",14
WASP/JANET VAN DYNE,MULTIPLE MAN/JAMES A,5
WASP/JANET VAN DYNE,HAVOK/ALEX SUMMERS,6
WASP/JANET VAN DYNE,MAGUS,5
WASP/JANET VAN DYNE,IRON MAN DOPPELGANGE,5
WASP/JANET VAN DYNE,PSYLOCKE/ELISABETH B,9
WASP/JANET VAN DYNE,MOLE MAN/HARVEY RUPE,6
WASP/JANET VAN DYNE,GAMBIT/REMY LEBEAU,11
WASP/JANET VAN DYNE,MR. FANTASTIC DOPPEL,5
WASP/JANET VAN DYNE,"HOGAN, VIRGINIA PEPP",11
WASP/JANET VAN DYNE,"CARTER, PEGGY",5
WASP/JANET VAN DYNE,HUMAN TORCH/JOHNNY S,90
WASP/JANET VAN DYNE,MARVEL GIRL/JEAN GREY,23
WASP/JANET VAN DYNE,MISTER HYDE/CALVIN Z,6
WASP/JANET VAN DYNE,CITIZEN V II/HELMUT,10
WASP/JANET VAN DYNE,TITANIA II/MARY SKEE,13
WASP/JANET VAN DYNE,WRECKER III/DIRK GAR,18
WASP/JANET VAN DYNE,DR. DRUID/ANTHONY LU,16
WASP/JANET VAN DYNE,MOONSTONE II/KARLA S,18
WASP/JANET VAN DYNE,FIXER II/PAUL NORBER,11
WASP/JANET VAN DYNE,GARGOYLE II/ISAAC CH,5
WASP/JANET VAN DYNE,GORGON [INHUMAN],7
WASP/JANET VAN DYNE,COLOSSUS II/PETER RA,32
WASP/JANET VAN DYNE,HELLCAT/PATSY WALKER,22
WASP/JANET VAN DYNE,KARNAK [INHUMAN],7
WASP/JANET VAN DYNE,DEATH,6
WASP/JANET VAN DYNE,BLACK BOLT/BLACKANTO,8
WASP/JANET VAN DYNE,MEDUSA/MEDUSALITH AM,9
WASP/JANET VAN DYNE,"NORRISS, SISTER BARB",14
WASP/JANET VAN DYNE,KLAW/ULYSSES KLAW,15
WASP/JANET VAN DYNE,SHADOWCAT/KATHERINE,10
WASP/JANET VAN DYNE,LIVING LIGHTNING/MIG,25
WASP/JANET VAN DYNE,MACHINE MAN/X-51,12
WASP/JANET VAN DYNE,RAGE/ELVIN DARYL HAL,6
WASP/JANET VAN DYNE,DEMOLITION MAN/DENNI,6
WASP/JANET VAN DYNE,FIREBIRD/BONITA JUAR,18
WASP/JANET VAN DYNE,BLACK WIDOW/NATASHA,90
WASP/JANET VAN DYNE,"LE FEY, MORGAN",6
WASP/JANET VAN DYNE,STINGRAY/DR. WALTER,7
WASP/JANET VAN DYNE,"JONES, RICHARD MILHO",51
WASP/JANET VAN DYNE,SERSI/SYLVIA,20
WASP/JANET VAN DYNE,STORM/ORORO MUNROE S,37
WASP/JANET VAN DYNE,NIGHTCRAWLER/KURT WA,23
WASP/JANET VAN DYNE,CAPTAIN MARVEL II/MO,115
WASP/JANET VAN DYNE,POLARIS/LORNA DANE,7
WASP/JANET VAN DYNE,TRIATHLON/DELROY GAR,30
WASP/JANET VAN DYNE,JOCASTA,32
WASP/JANET VAN DYNE,ODIN [ASGARDIAN],11
WASP/JANET VAN DYNE,UATU,10
WASP/JANET VAN DYNE,CAPTAIN MARVEL/CAPTA,18
WASP/JANET VAN DYNE,COLLECTOR/TANELEER T,9
WASP/JANET VAN DYNE,"GYRICH, HENRY PETER",22
WASP/JANET VAN DYNE,CRYSTAL [INHUMAN],42
WASP/JANET VAN DYNE,INVISIBLE WOMAN/SUE,87
WASP/JANET VAN DYNE,SHE-HULK/JENNIFER WA,133
WASP/JANET VAN DYNE,NOVA II/FRANKIE RAYE,6
WASP/JANET VAN DYNE,DR. OCTOPUS/OTTO OCT,12
WASP/JANET VAN DYNE,SANDMAN/WILLIAM BAKE,13
WASP/JANET VAN DYNE,"PARKER, MAY",6
WASP/JANET VAN DYNE,CYCLOPS/SCOTT SUMMER,38
WASP/JANET VAN DYNE,CAPTAIN AMERICA,384
WASP/JANET VAN DYNE,DAZZLER II/ALLISON B,6
WASP/JANET VAN DYNE,MOON KNIGHT/MARC SPE,13
WASP/JANET VAN DYNE,HERCULES [GREEK GOD],111
WONDER MAN/SIMON WIL,WASP/JANET VAN DYNE,186
GHOST RIDER II/JOHNN,WASP/JANET VAN DYNE,5
BISHOP /,WASP/JANET VAN DYNE,6
BEAST/HENRY &HANK& P,WASP/JANET VAN DYNE,119
NOMAD III/JACK MONRO,WASP/JANET VAN DYNE,8
HAWK,WASP/JANET VAN DYNE,269
SWORDSMAN/JACQUES DU,WASP/JANET VAN DYNE,12
ICEMAN/ROBERT BOBBY,WASP/JANET VAN DYNE,30
SNOWBIRD/NARYA/ANNE,WASP/JANET VAN DYNE,6
BEYONDER,WASP/JANET VAN DYNE,8
CHARCOAL/CHARLIE BUR,WASP/JANET VAN DYNE,5
DR. DOOM/VICTOR VON,WASP/JANET VAN DYNE,35
THING/BENJAMIN J. GR,WASP/JANET VAN DYNE,89
SPIDER-WOMAN/JESSICA,WASP/JANET VAN DYNE,8
"JARVIS, EDWIN",WASP/JANET VAN DYNE,160
ANT-MAN II/SCOTT HAR,WASP/JANET VAN DYNE,19
QUASAR III/WENDELL V,WASP/JANET VAN DYNE,38
FIRELORD/PYREUS KRIL,WASP/JANET VAN DYNE,7
VANGUARD/NICOLAI KRY,WASP/JANET VAN DYNE,7
QUICKSILVER/PIETRO M,WASP/JANET VAN DYNE,124
"HARKNESS, AGATHA",WASP/JANET VAN DYNE,15
WIZARD/BENTLEY WITTM,WASP/JANET VAN DYNE,11
LIZARD/DR. CURTIS CO,WASP/JANET VAN DYNE,12
RED SKULL/JOHANN SCH,WASP/JANET VAN DYNE,10
NORTHSTAR/JEAN-PAUL,WASP/JANET VAN DYNE,8
VOLCANA/MARSHA ROSEN,WASP/JANET VAN DYNE,9
STRONG GUY/GUIDO CAR,WASP/JANET VAN DYNE,6
GREEN GOBLIN/NORMAN,WASP/JANET VAN DYNE,5
DRAX/ARTHUR DOUGLAS,WASP/JANET VAN DYNE,7
WOLFSBANE/RAHNE SINC,WASP/JANET VAN DYNE,9
ETERNITY/ADAM QADMON,WASP/JANET VAN DYNE,5
"BANNER, BETTY ROSS T",WASP/JANET VAN DYNE,10
"KINCAID, DR. JANE FO",WASP/JANET VAN DYNE,11
"JAMESON, COL. JOHN",WASP/JANET VAN DYNE,6
BEETLE/ABNER RONALD,WASP/JANET VAN DYNE,14
SCREAMING MIMI/MELIS,WASP/JANET VAN DYNE,10
"JONES, GABE",WASP/JANET VAN DYNE,8
"COOPER, DR. VALERIE",WASP/JANET VAN DYNE,5
SHAMAN/MICHAEL TWOYO,WASP/JANET VAN DYNE,10
AURORA/JEANNE-MARIE,WASP/JANET VAN DYNE,7
POWER MAN/ERIK JOSTE,WASP/JANET VAN DYNE,21
BULLDOZER/HENRY CAMP,WASP/JANET VAN DYNE,17
"FURY, COL. NICHOLAS",WASP/JANET VAN DYNE,27
STARFOX/EROS,WASP/JANET VAN DYNE,62
WOLVERINE/LOGAN,WASP/JANET VAN DYNE,34
DARKHAWK/CHRIS POWEL,WASP/JANET VAN DYNE,10
CANNONBALL II/SAM GU,WASP/JANET VAN DYNE,7
WARLOCK III,WASP/JANET VAN DYNE,5
PROFESSOR X/CHARLES,WASP/JANET VAN DYNE,38
FALCON/SAM WILSON,WASP/JANET VAN DYNE,42
"ROSENTHAL, BERNIE",WASP/JANET VAN DYNE,9
MAGNETO/MAGNUS/ERIC,WASP/JANET VAN DYNE,33
MOONDRAGON/HEATHER D,WASP/JANET VAN DYNE,35
ZEUS,WASP/JANET VAN DYNE,9
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE,238
"MASTERS, ALICIA REIS",WASP/JANET VAN DYNE,11
"LEEDS, BETTY BRANT",WASP/JANET VAN DYNE,6
"STANKOWICZ, FABIAN",WASP/JANET VAN DYNE,6
GALACTUS/GALAN,THUNDERSTRIKE/ERIC K,14
GALACTUS/GALAN,MEPHISTO,6
GALACTUS/GALAN,STARFOX/EROS,9
GALACTUS/GALAN,HUMAN TORCH/JOHNNY S,51
GALACTUS/GALAN,COLLECTOR/TANELEER T,6
GALACTUS/GALAN,DR. DOOM/VICTOR VON,23
GALACTUS/GALAN,ENCHANTRESS/AMORA/HE,10
GALACTUS/GALAN,COLOSSUS II/PETER RA,24
GALACTUS/GALAN,MOONDRAGON/HEATHER D,11
GALACTUS/GALAN,THANOS,16
GALACTUS/GALAN,HAVOK/ALEX SUMMERS,9
GALACTUS/GALAN,STRONG GUY/GUIDO CAR,9
GALACTUS/GALAN,DEATH,12
GALACTUS/GALAN,ETERNITY/ADAM QADMON,15
GALACTUS/GALAN,WOLVERINE/LOGAN,29
GALACTUS/GALAN,PUCK/EUGENE MILTON J,6
GALACTUS/GALAN,ANT-MAN/DR. HENRY J.,5
GALACTUS/GALAN,"HARKNESS, AGATHA",5
GALACTUS/GALAN,PIP/PRINCE GOFERN,11
GALACTUS/GALAN,CRYSTAL [INHUMAN],10
GALACTUS/GALAN,GAMBIT/REMY LEBEAU,8
GALACTUS/GALAN,LIVING LIGHTNING/MIG,7
GALACTUS/GALAN,BLACK KNIGHT V/DANE,6
GALACTUS/GALAN,DRAX/ARTHUR DOUGLAS,15
GALACTUS/GALAN,ICEMAN/ROBERT BOBBY,7
GALACTUS/GALAN,THANOS DOPPELGANGER,7
GALACTUS/GALAN,PHARAOH RAMA-TUT,10
GALACTUS/GALAN,"HUDSON, HEATHER",11
GALACTUS/GALAN,SASQUATCH/WALTER LAN,11
GALACTUS/GALAN,HERCULES [GREEK GOD],15
GALACTUS/GALAN,DR. DRUID/ANTHONY LU,7
GALACTUS/GALAN,LOCKHEED,5
GALACTUS/GALAN,WARLOCK II/ADAM WARL,16
GALACTUS/GALAN,GAMORA,12
GALACTUS/GALAN,NOVA II/FRANKIE RAYE,46
FIRELORD/PYREUS KRIL,GALACTUS/GALAN,18
CAPTAIN AMERICA,GALACTUS/GALAN,37
SCARLET WITCH/WANDA,GALACTUS/GALAN,22
"MASTERS, ALICIA REIS",GALACTUS/GALAN,16
POLARIS/LORNA DANE,GALACTUS/GALAN,7
THOR/DR. DONALD BLAK,GALACTUS/GALAN,33
DR. OCTOPUS/OTTO OCT,GALACTUS/GALAN,11
SHAMAN/MICHAEL TWOYO,GALACTUS/GALAN,7
PUPPET MASTER/PHILLI,GALACTUS/GALAN,5
SILVER SURFER/NORRIN,GALACTUS/GALAN,70
SHE-HULK/JENNIFER WA,GALACTUS/GALAN,27
SIF,GALACTUS/GALAN,6
SHADOWCAT/KATHERINE,GALACTUS/GALAN,5
ODIN [ASGARDIAN],GALACTUS/GALAN,9
NORTHSTAR/JEAN-PAUL,GALACTUS/GALAN,5
SERSI/SYLVIA,GALACTUS/GALAN,5
CAPTAIN MARVEL II/MO,GALACTUS/GALAN,13
MOLECULE MAN/OWEN RE,GALACTUS/GALAN,10
WRECKER III/DIRK GAR,GALACTUS/GALAN,11
ABSORBING MAN/CARL C,GALACTUS/GALAN,12
KLAW/ULYSSES KLAW,GALACTUS/GALAN,7
MAGNETO/MAGNUS/ERIC,GALACTUS/GALAN,12
ULTRON,GALACTUS/GALAN,9
TITANIA II/MARY SKEE,GALACTUS/GALAN,8
PILEDRIVER II/BRIAN,GALACTUS/GALAN,11
VOLCANA/MARSHA ROSEN,GALACTUS/GALAN,8
BULLDOZER/HENRY CAMP,GALACTUS/GALAN,10
LIZARD/DR. CURTIS CO,GALACTUS/GALAN,12
HIGH EVOLUTIONARY/HE,GALACTUS/GALAN,5
"RICHARDS, FRANKLIN B",GALACTUS/GALAN,13
MAGUS,GALACTUS/GALAN,9
PSYLOCKE/ELISABETH B,GALACTUS/GALAN,10
PROFESSOR X/CHARLES,GALACTUS/GALAN,23
VISION,GALACTUS/GALAN,23
SPIDER-WOMAN II/JULI,GALACTUS/GALAN,10
BEAST/HENRY &HANK& P,GALACTUS/GALAN,6
QUASAR III/WENDELL V,GALACTUS/GALAN,15
ANGEL/WARREN KENNETH,GALACTUS/GALAN,9
CYCLOPS/SCOTT SUMMER,GALACTUS/GALAN,24
INVISIBLE WOMAN/SUE,GALACTUS/GALAN,47
DAREDEVIL/MATT MURDO,GALACTUS/GALAN,8
DR. STRANGE/STEPHEN,GALACTUS/GALAN,23
BLACK WIDOW/NATASHA,GALACTUS/GALAN,10
NIGHTCRAWLER/KURT WA,GALACTUS/GALAN,16
WONDER MAN/SIMON WIL,GALACTUS/GALAN,16
MARVEL GIRL/JEAN GREY,GALACTUS/GALAN,10
STORM/ORORO MUNROE S,GALACTUS/GALAN,25
MR. FANTASTIC/REED R,GALACTUS/GALAN,53
THING/BENJAMIN J. GR,GALACTUS/GALAN,53
UATU,GALACTUS/GALAN,20
HAWK,GALACTUS/GALAN,16
QUICKSILVER/PIETRO M,GALACTUS/GALAN,6
MOCKINGBIRD/DR. BARB,THING/BENJAMIN J. GR,21
MOCKINGBIRD/DR. BARB,MOON KNIGHT/MARC SPE,26
MOCKINGBIRD/DR. BARB,"ROSENTHAL, BERNIE",5
MOCKINGBIRD/DR. BARB,BLACK WIDOW/NATASHA,18
MOCKINGBIRD/DR. BARB,KA-ZAR/KEVIN PLUNDER,17
MOCKINGBIRD/DR. BARB,ZABU,16
MOCKINGBIRD/DR. BARB,"JONES, RICHARD MILHO",7
MOCKINGBIRD/DR. BARB,FALCON/SAM WILSON,12
MOCKINGBIRD/DR. BARB,FORGOTTEN ONE/GILGAM,7
MOCKINGBIRD/DR. BARB,MEPHISTO,6
MOCKINGBIRD/DR. BARB,HUMAN TORCH ANDROID/,5
MOCKINGBIRD/DR. BARB,FIREBIRD/BONITA JUAR,19
MOCKINGBIRD/DR. BARB,CAPTAIN MARVEL II/MO,30
MOCKINGBIRD/DR. BARB,VISION,60
CAPTAIN AMERICA,MOCKINGBIRD/DR. BARB,51
SHE-HULK/JENNIFER WA,MOCKINGBIRD/DR. BARB,33
STARFOX/EROS,MOCKINGBIRD/DR. BARB,19
MOONDRAGON/HEATHER D,MOCKINGBIRD/DR. BARB,6
"FURY, COL. NICHOLAS",MOCKINGBIRD/DR. BARB,14
"JARVIS, EDWIN",MOCKINGBIRD/DR. BARB,15
ANT-MAN/DR. HENRY J.,MOCKINGBIRD/DR. BARB,75
ULTRON,MOCKINGBIRD/DR. BARB,13
WOLVERINE/LOGAN,MOCKINGBIRD/DR. BARB,11
POWER MAN/ERIK JOSTE,MOCKINGBIRD/DR. BARB,7
SERSI/SYLVIA,MOCKINGBIRD/DR. BARB,12
DOC SAMSON/DR. LEONA,MOCKINGBIRD/DR. BARB,5
INVISIBLE WOMAN/SUE,MOCKINGBIRD/DR. BARB,15
HUMAN TORCH/JOHNNY S,MOCKINGBIRD/DR. BARB,14
HERCULES [GREEK GOD],MOCKINGBIRD/DR. BARB,21
SHADOWCAT/KATHERINE,MOCKINGBIRD/DR. BARB,5
LIVING LIGHTNING/MIG,MOCKINGBIRD/DR. BARB,12
HELLSTORM/DAIMON HEL,MOCKINGBIRD/DR. BARB,7
HELLCAT/PATSY WALKER,MOCKINGBIRD/DR. BARB,10
MR. FANTASTIC/REED R,MOCKINGBIRD/DR. BARB,16
THUNDERSTRIKE/ERIC K,MOCKINGBIRD/DR. BARB,6
SPIDER-WOMAN II/JULI,MOCKINGBIRD/DR. BARB,16
QUASAR III/WENDELL V,MOCKINGBIRD/DR. BARB,15
DR. STRANGE/STEPHEN,MOCKINGBIRD/DR. BARB,10
STORM/ORORO MUNROE S,MOCKINGBIRD/DR. BARB,6
USAGENT/CAPTAIN JOHN,MOCKINGBIRD/DR. BARB,27
DAREDEVIL/MATT MURDO,MOCKINGBIRD/DR. BARB,7
COLOSSUS II/PETER RA,MOCKINGBIRD/DR. BARB,6
BLACK KNIGHT V/DANE,MOCKINGBIRD/DR. BARB,22
BEAST/HENRY &HANK& P,MOCKINGBIRD/DR. BARB,9
CRYSTAL [INHUMAN],MOCKINGBIRD/DR. BARB,6
THOR/DR. DONALD BLAK,MOCKINGBIRD/DR. BARB,25
"GYRICH, HENRY PETER",MOCKINGBIRD/DR. BARB,6
DR. DRUID/ANTHONY LU,MOCKINGBIRD/DR. BARB,8
WONDER MAN/SIMON WIL,MOCKINGBIRD/DR. BARB,104
SILVER SURFER/NORRIN,MOCKINGBIRD/DR. BARB,5
HAWK,MOCKINGBIRD/DR. BARB,147
SCARLET WITCH/WANDA,MOCKINGBIRD/DR. BARB,67
QUICKSILVER/PIETRO M,MOCKINGBIRD/DR. BARB,19
SILVER SURFER/NORRIN,CLOAK/TYRONE JOHNSON,5
SILVER SURFER/NORRIN,STARFOX/EROS,15
SILVER SURFER/NORRIN,WONG,12
SILVER SURFER/NORRIN,COLLECTOR/TANELEER T,15
SILVER SURFER/NORRIN,ODIN [ASGARDIAN],8
SILVER SURFER/NORRIN,"JAMESON, J. JONAH",5
SILVER SURFER/NORRIN,BLACK WIDOW/NATASHA,8
SILVER SURFER/NORRIN,MOLECULE MAN/OWEN RE,5
SILVER SURFER/NORRIN,SASQUATCH/WALTER LAN,9
SILVER SURFER/NORRIN,LYJA LAZERFIST [SKRU,5
SILVER SURFER/NORRIN,"MASTERS, ALICIA REIS",42
SILVER SURFER/NORRIN,LIVING LIGHTNING/MIG,7
SILVER SURFER/NORRIN,LILANDRA NERAMANI [S,6
SILVER SURFER/NORRIN,GLADIATOR II,5
SILVER SURFER/NORRIN,"HARKNESS, AGATHA",8
SILVER SURFER/NORRIN,HOGUN [ASGARDIAN],6
SILVER SURFER/NORRIN,ANGEL/WARREN KENNETH,14
SILVER SURFER/NORRIN,PROFESSOR X/CHARLES,11
SILVER SURFER/NORRIN,WOLVERINE/LOGAN,18
SILVER SURFER/NORRIN,"CAGE, LUKE/CARL LUCA",5
SILVER SURFER/NORRIN,BALDER [ASGARDIAN],5
SILVER SURFER/NORRIN,ICEMAN/ROBERT BOBBY,12
SILVER SURFER/NORRIN,HAVOK/ALEX SUMMERS,8
SILVER SURFER/NORRIN,MOLE MAN/HARVEY RUPE,5
SILVER SURFER/NORRIN,THANOS DOPPELGANGER,6
SILVER SURFER/NORRIN,MOON KNIGHT/MARC SPE,6
SILVER SURFER/NORRIN,MOONDRAGON/HEATHER D,17
SILVER SURFER/NORRIN,PHARAOH RAMA-TUT,5
SILVER SURFER/NORRIN,"BANNER, BETTY ROSS T",7
SILVER SURFER/NORRIN,WONDER MAN/SIMON WIL,23
SILVER SURFER/NORRIN,CLEA,10
SILVER SURFER/NORRIN,MEDUSA/MEDUSALITH AM,16
SILVER SURFER/NORRIN,SHE-HULK/JENNIFER WA,23
SILVER SURFER/NORRIN,GAMORA,14
SILVER SURFER/NORRIN,THANOS,30
SILVER SURFER/NORRIN,DR. DRUID/ANTHONY LU,6
SILVER SURFER/NORRIN,BEAST/HENRY &HANK& P,21
SILVER SURFER/NORRIN,"NORRISS, SISTER BARB",27
SILVER SURFER/NORRIN,HELLSTORM/DAIMON HEL,12
SILVER SURFER/NORRIN,GARGOYLE II/ISAAC CH,16
SILVER SURFER/NORRIN,NIGHTHAWK II/KYLE RI,14
SILVER SURFER/NORRIN,HELLCAT/PATSY WALKER,14
SILVER SURFER/NORRIN,BETA RAY BILL,5
SILVER SURFER/NORRIN,VOLSTAGG,5
SILVER SURFER/NORRIN,"JARVIS, EDWIN",7
SILVER SURFER/NORRIN,HUMAN TORCH/JOHNNY S,69
SILVER SURFER/NORRIN,THOR/DR. DONALD BLAK,32
DEATH,SILVER SURFER/NORRIN,16
SWORDSMAN/JACQUES DU,SILVER SURFER/NORRIN,8
"FURY, COL. NICHOLAS",SILVER SURFER/NORRIN,10
WARLOCK II/ADAM WARL,SILVER SURFER/NORRIN,27
DRAX/ARTHUR DOUGLAS,SILVER SURFER/NORRIN,30
GAMBIT/REMY LEBEAU,SILVER SURFER/NORRIN,5
"JONES, RICHARD MILHO",SILVER SURFER/NORRIN,12
SIF,SILVER SURFER/NORRIN,6
BLACK BOLT/BLACKANTO,SILVER SURFER/NORRIN,14
CRYSTAL [INHUMAN],SILVER SURFER/NORRIN,17
TRITON,SILVER SURFER/NORRIN,9
KARNAK [INHUMAN],SILVER SURFER/NORRIN,11
GORGON [INHUMAN],SILVER SURFER/NORRIN,13
MAXIMUS [INHUMAN],SILVER SURFER/NORRIN,5
NOVA II/FRANKIE RAYE,SILVER SURFER/NORRIN,37
ANT-MAN II/SCOTT HAR,SILVER SURFER/NORRIN,6
MANTIS/? BRANDT,SILVER SURFER/NORRIN,18
FIRELORD/PYREUS KRIL,SILVER SURFER/NORRIN,19
PUPPET MASTER/PHILLI,SILVER SURFER/NORRIN,13
"WATSON-PARKER, MARY",SILVER SURFER/NORRIN,5
DAREDEVIL/MATT MURDO,SILVER SURFER/NORRIN,11
MR. FANTASTIC/REED R,SILVER SURFER/NORRIN,64
LOKI [ASGARDIAN],SILVER SURFER/NORRIN,11
CAPTAIN AMERICA,SILVER SURFER/NORRIN,54
"RICHARDS, FRANKLIN B",SILVER SURFER/NORRIN,9
THUNDERSTRIKE/ERIC K,SILVER SURFER/NORRIN,20
CAPTAIN MARVEL II/MO,SILVER SURFER/NORRIN,6
BLACK KNIGHT V/DANE,SILVER SURFER/NORRIN,12
HERCULES [GREEK GOD],SILVER SURFER/NORRIN,13
MAGUS,SILVER SURFER/NORRIN,8
"HUDSON, HEATHER",SILVER SURFER/NORRIN,7
COLOSSUS II/PETER RA,SILVER SURFER/NORRIN,12
POLARIS/LORNA DANE,SILVER SURFER/NORRIN,6
QUASAR III/WENDELL V,SILVER SURFER/NORRIN,16
SHAMAN/MICHAEL TWOYO,SILVER SURFER/NORRIN,6
STORM/ORORO MUNROE S,SILVER SURFER/NORRIN,13
ANT-MAN/DR. HENRY J.,SILVER SURFER/NORRIN,11
USAGENT/CAPTAIN JOHN,SILVER SURFER/NORRIN,5
VISION,SILVER SURFER/NORRIN,41
INVISIBLE WOMAN/SUE,SILVER SURFER/NORRIN,61
THING/BENJAMIN J. GR,SILVER SURFER/NORRIN,73
LOCKJAW [INHUMAN],SILVER SURFER/NORRIN,9
"ROSS, GEN. THADDEUS",SILVER SURFER/NORRIN,5
DR. STRANGE/STEPHEN,SILVER SURFER/NORRIN,70
DR. DOOM/VICTOR VON,SILVER SURFER/NORRIN,25
STRONG GUY/GUIDO CAR,SILVER SURFER/NORRIN,8
DOC SAMSON/DR. LEONA,SILVER SURFER/NORRIN,5
MEPHISTO,SILVER SURFER/NORRIN,33
FANDRAL [ASGARDIAN],SILVER SURFER/NORRIN,6
PIP/PRINCE GOFERN,SILVER SURFER/NORRIN,15
PSYLOCKE/ELISABETH B,SILVER SURFER/NORRIN,9
MARVEL GIRL/JEAN GREY,SILVER SURFER/NORRIN,10
ETERNITY/ADAM QADMON,SILVER SURFER/NORRIN,11
CYCLOPS/SCOTT SUMMER,SILVER SURFER/NORRIN,15
UATU,SILVER SURFER/NORRIN,17
HAWK,SILVER SURFER/NORRIN,26
SCARLET WITCH/WANDA,SILVER SURFER/NORRIN,40
QUICKSILVER/PIETRO M,SILVER SURFER/NORRIN,9
HAWK,SERSI/SYLVIA,27
HAWK,FORGOTTEN ONE/GILGAM,9
HAWK,HELA [ASGARDIAN],5
HAWK,TRIATHLON/DELROY GAR,7
HAWK,BINARY/CAROL DANVERS,29
HAWK,"FURY, COL. NICHOLAS",36
HAWK,BLACK WIDOW/NATASHA,99
HAWK,DOC SAMSON/DR. LEONA,10
HAWK,LUNA/LUNA MAXIMOFF [,9
HAWK,RED SKULL/JOHANN SCH,6
HAWK,"GYRICH, HENRY PETER",30
HAWK,BEETLE/ABNER RONALD,42
HAWK,MACHINE MAN/X-51,12
HAWK,"LE FEY, MORGAN",5
HAWK,SANDMAN/WILLIAM BAKE,15
HAWK,MOLECULE MAN/OWEN RE,11
HAWK,NIGHTCRAWLER/KURT WA,22
HAWK,WRECKER III/DIRK GAR,12
HAWK,DR. OCTOPUS/OTTO OCT,12
HAWK,ABSORBING MAN/CARL C,15
HAWK,LIZARD/DR. CURTIS CO,13
HAWK,"RICHARDS, FRANKLIN B",15
HAWK,SHE-HULK/JENNIFER WA,87
HAWK,GARGOYLE II/ISAAC CH,6
HAWK,UATU,11
HAWK,"ROSS, GEN. THADDEUS",11
HAWK,STORM/ORORO MUNROE S,29
HAWK,DR. STRANGE/STEPHEN,35
HAWK,"CAGE, LUKE/CARL LUCA",11
HAWK,"O'BRIEN, MICHAEL",5
HAWK,WOLVERINE/LOGAN,33
HAWK,ZEUS,7
HAWK,POWER MAN/ERIK JOSTE,52
HAWK,DARKSTAR/LAYNIA SERG,5
HAWK,"HOGAN, VIRGINIA PEPP",12
HAWK,ULTRON,41
HAWK,THUNDERSTRIKE/ERIC K,11
HAWK,"NORRISS, SISTER BARB",18
HAWK,BLACK KNIGHT V/DANE,53
HAWK,INVISIBLE WOMAN/SUE,62
HAWK,FALCON/SAM WILSON,33
HAWK,MANDARIN,5
HAWK,FIRELORD/PYREUS KRIL,5
HAWK,"BANNER, BETTY ROSS T",10
HAWK,CAPTAIN MARVEL II/MO,67
HAWK,MANTIS/? BRANDT,20
HAWK,LEADER/SAM STERNS,7
HAWK,HELLSTORM/DAIMON HEL,7
HAWK,QUASAR III/WENDELL V,33
HAWK,SHAMAN/MICHAEL TWOYO,8
HAWK,DRAX/ARTHUR DOUGLAS,5
HAWK,AURORA/JEANNE-MARIE,5
HAWK,NORTHSTAR/JEAN-PAUL,5
HAWK,PSYLOCKE/ELISABETH B,6
HAWK,ICEMAN/ROBERT BOBBY,24
HAWK,MOONDRAGON/HEATHER D,30
HAWK,PHARAOH RAMA-TUT,46
HAWK,GAMBIT/REMY LEBEAU,9
HAWK,MARVEL GIRL/JEAN GREY,15
HAWK,"DUGAN, TIMOTHY ALOYI",16
HAWK,"ROSENTHAL, BERNIE",7
HAWK,CAPTAIN AMERICA,322
HAWK,CRYSTAL [INHUMAN],45
HAWK,HUMAN TORCH/JOHNNY S,67
HAWK,BISHOP /,6
HAWK,LOCKJAW [INHUMAN],10
HAWK,"CARTER, SHARON",11
HAWK,FIXER II/PAUL NORBER,25
HAWK,"BRIDGE, GEORGE WASHI",6
HAWK,CHARCOAL/CHARLIE BUR,36
HAWK,SPIDER-WOMAN/JESSICA,6
HAWK,PROFESSOR X/CHARLES,31
HAWK,REDWING,9
HAWK,KLAW/ULYSSES KLAW,15
HAWK,CYCLOPS/SCOTT SUMMER,32
HAWK,SHADOWCAT/KATHERINE,11
HAWK,FIREBIRD/BONITA JUAR,26
HAWK,STINGRAY/DR. WALTER,6
HAWK,WHIZZER II/STANLEY S,8
HAWK,DR. SPECTRUM/JOSEPH,8
HAWK,"JARVIS, EDWIN",106
HAWK,DEMOLITION MAN/DENNI,5
HAWK,"STANKOWICZ, FABIAN",6
HAWK,"MASTERS, ALICIA REIS",6
HAWK,MR. FANTASTIC/REED R,80
HAWK,RAGE/ELVIN DARYL HAL,9
HAWK,"JONES, GABE",6
HAWK,CAPTAIN MARVEL/CAPTA,22
HAWK,DAZZLER II/ALLISON B,7
HAWK,ANGEL/WARREN KENNETH,24
HAWK,MOON KNIGHT/MARC SPE,28
