Source,Target,Weight
Thing / Benjamin J. Gr,Hulk / Dr. Robert Bruce Banner,99
Thunderstrike / Eric K,Hulk / Dr. Robert Bruce Banner,24
Havok / Alex Summers,Hulk / Dr. Robert Bruce Banner,24
Strong Guy / Guido Car,Hulk / Dr. Robert Bruce Banner,19
Spider-woman / Jessica,Hulk / Dr. Robert Bruce Banner,5
Hyperion,Hulk / Dr. Robert Bruce Banner,6
Silver Surfer / Norrin,Hulk / Dr. Robert Bruce Banner,66
Volstagg,Hulk / Dr. Robert Bruce Banner,6
Captain America,Hulk / Dr. Robert Bruce Banner,111
Quicksilver / Pietro M,Hulk / Dr. Robert Bruce Banner,28
Hobgoblin V / Jason Ph,Hulk / Dr. Robert Bruce Banner,5
"Leeds, Betty Brant",Hulk / Dr. Robert Bruce Banner,6
"Robertson, Joe",Hulk / Dr. Robert Bruce Banner,6
Dr. Octopus / Otto Oct,Hulk / Dr. Robert Bruce Banner,19
Thanos,Hulk / Dr. Robert Bruce Banner,20
Moondragon / Heather D,Hulk / Dr. Robert Bruce Banner,26
"Richards, Franklin B",Hulk / Dr. Robert Bruce Banner,21
Stingray / Dr. Walter,Hulk / Dr. Robert Bruce Banner,6
Black Widow / Natasha,Hulk / Dr. Robert Bruce Banner,19
Binary / Carol Danvers,Hulk / Dr. Robert Bruce Banner,6
Usagent / Captain John,Hulk / Dr. Robert Bruce Banner,10
Spider-woman Ii / Juli,Hulk / Dr. Robert Bruce Banner,12
Firebird / Bonita Juar,Hulk / Dr. Robert Bruce Banner,5
Captain Marvel Ii / Mo,Hulk / Dr. Robert Bruce Banner,29
Tigra / Greer Nelson,Hulk / Dr. Robert Bruce Banner,14
Living Lightning / Mig,Hulk / Dr. Robert Bruce Banner,12
Starfox / Eros,Hulk / Dr. Robert Bruce Banner,10
Hawk,Hulk / Dr. Robert Bruce Banner,63
Collector / Taneleer T,Hulk / Dr. Robert Bruce Banner,5
"Hudson, Heather",Hulk / Dr. Robert Bruce Banner,18
Sasquatch / Walter Lan,Hulk / Dr. Robert Bruce Banner,32
Quasar Iii / Wendell V,Hulk / Dr. Robert Bruce Banner,30
"Harkness, Agatha",Hulk / Dr. Robert Bruce Banner,14
Polaris / Lorna Dane,Hulk / Dr. Robert Bruce Banner,18
Magus,Hulk / Dr. Robert Bruce Banner,13
Invisible Woman / Sue,Hulk / Dr. Robert Bruce Banner,77
Shaman / Michael Twoyo,Hulk / Dr. Robert Bruce Banner,17
"Cage, Luke / Carl Luca",Hulk / Dr. Robert Bruce Banner,31
Ghost Rider Ii / Johnn,Hulk / Dr. Robert Bruce Banner,5
"Banner, Betty Ross T",Hulk / Dr. Robert Bruce Banner,249
Human Torch / Johnny S,Hulk / Dr. Robert Bruce Banner,99
"Jameson, J. Jonah",Hulk / Dr. Robert Bruce Banner,20
Marvel Girl / Jean Grey,Hulk / Dr. Robert Bruce Banner,27
Drax / Arthur Douglas,Hulk / Dr. Robert Bruce Banner,21
Dr. Druid / Anthony Lu,Hulk / Dr. Robert Bruce Banner,17
Pip / Prince Gofern,Hulk / Dr. Robert Bruce Banner,12
Warlock Ii / Adam Warl,Hulk / Dr. Robert Bruce Banner,24
Professor X / Charles,Hulk / Dr. Robert Bruce Banner,44
Gorgon [inhuman],Hulk / Dr. Robert Bruce Banner,8
Ghost Rider Iii / Dan,Hulk / Dr. Robert Bruce Banner,8
Justice Ii / Vance Ast,Hulk / Dr. Robert Bruce Banner,7
Night Thrasher / Duane,Moon Knight / Marc Spe,5
Night Thrasher / Duane,"Fury, Col. Nicholas",6
Night Thrasher / Duane,Thunderstrike / Eric K,5
Night Thrasher / Duane,Darkhawk / Chris Powel,14
Night Thrasher / Duane,Hercules [greek God],7
Night Thrasher / Duane,Gee / Alex Power,10
Night Thrasher / Duane,Cannonball Ii / Sam Gu,5
Night Thrasher / Duane,Rage / Elvin Daryl Hal,31
Night Thrasher / Duane,Vision,7
Night Thrasher / Duane,She-hulk / Jennifer Wa,8
Night Thrasher / Duane,Captain America,10
Spider-man / Peter Parker,Night Thrasher / Duane,14
Silhouette,Night Thrasher / Duane,39
"Nelson, Franklin Fog",Night Thrasher / Duane,5
Justice Ii / Vance Ast,Night Thrasher / Duane,53
Thor / Dr. Donald Blak,Night Thrasher / Duane,5
Mr. Fantastic / Reed R,Night Thrasher / Duane,6
Thing / Benjamin J. Gr,Night Thrasher / Duane,9
Invisible Woman / Sue,Night Thrasher / Duane,6
Punisher Ii / Frank Ca,Night Thrasher / Duane,9
Spider-man / Peter Parker,Eternity / Adam Qadmon,6
Spider-man / Peter Parker,Odin [asgardian],7
Spider-man / Peter Parker,Warlock Ii / Adam Warl,14
Spider-man / Peter Parker,Binary / Carol Danvers,10
Spider-man / Peter Parker,Marrow / Sarah,5
Spider-man / Peter Parker,"Cushing, Kate",63
Spider-man / Peter Parker,"Knight, Misty",6
Spider-man / Peter Parker,Cyclops / Scott Summer,51
Spider-man / Peter Parker,"Watson-parker, Mary",616
Spider-man / Peter Parker,Black Widow / Natasha,40
Spider-man / Peter Parker,Wrecker Iii / Dirk Gar,18
Spider-man / Peter Parker,Scarlet Witch / Wanda,67
Spider-man / Peter Parker,Wonder Man / Simon Wil,39
Spider-man / Peter Parker,"Katzenberg, Nick",34
Spider-man / Peter Parker,"Jones, Richard Milho",14
Spider-man / Peter Parker,"Richards, Franklin B",29
Spider-man / Peter Parker,Angel / Warren Kenneth,35
Spider-man / Peter Parker,Justice Ii / Vance Ast,17
Spider-man / Peter Parker,Moon Knight / Marc Spe,24
Spider-man / Peter Parker,Medusa / Medusalith Am,12
Spider-man / Peter Parker,Nightcrawler / Kurt Wa,35
Spider-man / Peter Parker,Spider-man Clone / Ben,98
Spider-man / Peter Parker,Magma / Amara Aquilla / ,6
Spider-man / Peter Parker,Phoenix Iii / Rachel S,9
Spider-man / Peter Parker,"Masters, Alicia Reis",20
Spider-man / Peter Parker,Hellstorm / Daimon Hel,5
Spider-man / Peter Parker,Jack Of Hearts / Jack,5
Spider-man / Peter Parker,Fandral [asgardian],6
Spider-man / Peter Parker,Piledriver Ii / Brian,18
Spider-man / Peter Parker,Molecule Man / Owen Re,13
Spider-man / Peter Parker,Toad / Mortimer Toynbe,6
Spider-man / Peter Parker,Darkstar / Laynia Serg,9
Spider-man / Peter Parker,Firelord / Pyreus Kril,11
Spider-man / Peter Parker,"De La Fontaine, Cont",6
Spider-man / Peter Parker,"Cooper, Dr. Valerie",6
Spider-man / Peter Parker,Lockheed,5
Spider-man / Peter Parker,Uatu,16
Spider-man / Peter Parker,Balder [asgardian],5
Spider-man / Peter Parker,Vizier,5
Spider-man / Peter Parker,Hogun [asgardian],5
Spider-man / Peter Parker,Volstagg,5
Spider-man / Peter Parker,Enchantress / Amora / He,19
Spider-man / Peter Parker,"Stankowicz, Fabian",5
Spider-man / Peter Parker,Rage / Elvin Daryl Hal,7
Spider-man / Peter Parker,Mr. Fantastic / Reed R,121
Spider-man / Peter Parker,Ka-zar / Kevin Plunder,19
Spider-man / Peter Parker,"Jarvis, Edwin",46
Spider-man / Peter Parker,Wolverine / Logan,63
Spider-man / Peter Parker,X-man / Nathan Grey,8
Spider-man / Peter Parker,Tombstone / Lonnie Tho,24
Spider-man / Peter Parker,Falcon / Sam Wilson,22
Spider-man / Peter Parker,Redwing,7
Spider-man / Peter Parker,"Robertson, Joe",356
Spider-man / Peter Parker,Puppet Master / Philli,9
Spider-man / Peter Parker,"Cage, Luke / Carl Luca",24
Spider-man / Peter Parker,Mockingbird / Dr. Barb,9
Spider-man / Peter Parker,Mephisto,11
Spider-man / Peter Parker,Beyonder,12
Spider-man / Peter Parker,Absorbing Man / Carl C,17
Spider-man / Peter Parker,Ms. Marvel Ii / Sharon,7
Spider-man / Peter Parker,Dr. Druid / Anthony Lu,8
Spider-man / Peter Parker,Havok / Alex Summers,9
Spider-man / Peter Parker,Aurora / Jeanne-marie,8
Spider-man / Peter Parker,Puck / Eugene Milton J,7
Spider-man / Peter Parker,Gambit / Remy Lebeau,9
Spider-man / Peter Parker,Northstar / Jean-paul,8
Spider-man / Peter Parker,Gamora,7
Spider-man / Peter Parker,Thanos,14
Spider-man / Peter Parker,Forge,5
Spider-man / Peter Parker,Polaris / Lorna Dane,5
Spider-man / Peter Parker,Silhouette,6
Spider-man / Peter Parker,Pharaoh Rama-tut,11
Spider-man / Peter Parker,Red Skull / Johann Sch,5
Spider-man / Peter Parker,Cloak / Tyrone Johnson,22
Spider-man / Peter Parker,"Mercado, Joy",52
Spider-man / Peter Parker,"Tilby, Trish / Patrici",7
Spider-man / Peter Parker,Ghost Rider Ii / Johnn,16
Spider-man / Peter Parker,Hellcat / Patsy Walker,13
Spider-man / Peter Parker,Karnak [inhuman],8
Spider-man / Peter Parker,Clea,6
Spider-man / Peter Parker,Hercules [greek God],29
Spider-man / Peter Parker,Drax / Arthur Douglas,11
Spider-man / Peter Parker,"Norriss, Sister Barb",15
Spider-man / Peter Parker,Captain Marvel Ii / Mo,30
Spider-man / Peter Parker,Zabu,17
Spider-man / Peter Parker,Ghost Rider Iii / Dan,20
Spider-man / Peter Parker,Captain Britain / Bria,8
Spider-man / Peter Parker,Machine Man / X-51,6
Spider-man / Peter Parker,Sunspot / Roberto Daco,8
Spider-man / Peter Parker,Mirage Ii / Danielle M,6
Spider-man / Peter Parker,Magik / Illyana Rasput,6
Spider-man / Peter Parker,Moonstone Ii / Karla S,8
Spider-man / Peter Parker,Starfox / Eros,24
Spider-man / Peter Parker,She-hulk / Jennifer Wa,58
Spider-man / Peter Parker,Hammerhead,32
Spider-man / Peter Parker,Hobgoblin V / Jason Ph,62
Spider-man / Peter Parker,"Osborn, Liz Allan",138
Spider-man / Peter Parker,"Parker, May",380
Spider-man / Peter Parker,"Jameson, J. Jonah",526
Spider-man / Peter Parker,Iceman / Robert Bobby,31
"Banner, Betty Ross T",Spider-man / Peter Parker,6
Silver Surfer / Norrin,Spider-man / Peter Parker,34
Loki [asgardian],Spider-man / Peter Parker,11
Vision,Spider-man / Peter Parker,75
Gargoyle Ii / Isaac Ch,Spider-man / Peter Parker,9
"Summers, Nathan Chri",Spider-man / Peter Parker,5
Colossus Ii / Peter Ra,Spider-man / Peter Parker,45
Spider-woman / Jessica,Spider-man / Peter Parker,14
Triton,Spider-man / Peter Parker,9
Banshee / Sean Cassidy,Spider-man / Peter Parker,6
Arranger / ,Spider-man / Peter Parker,34
"Ross, Gen. Thaddeus",Spider-man / Peter Parker,7
Leader / Sam Sterns,Spider-man / Peter Parker,5
"Dugan, Timothy Aloyi",Spider-man / Peter Parker,15
Sasquatch / Walter Lan,Spider-man / Peter Parker,12
Snowbird / Narya / Anne,Spider-man / Peter Parker,5
Gee / Alex Power,Spider-man / Peter Parker,8
Sandman / William Bake,Spider-man / Peter Parker,62
Galactus / Galan,Spider-man / Peter Parker,25
Ultron,Spider-man / Peter Parker,13
Captain America,Spider-man / Peter Parker,145
"Osborn, Harry",Spider-man / Peter Parker,181
Green Goblin / Norman,Spider-man / Peter Parker,85
Darkhawk / Chris Powel,Spider-man / Peter Parker,15
"Harkness, Agatha",Spider-man / Peter Parker,8
Moondragon / Heather D,Spider-man / Peter Parker,13
Vanguard / Nicolai Kry,Spider-man / Peter Parker,5
Juggernaut / Cain Mark,Spider-man / Peter Parker,11
Thor / Dr. Donald Blak,Spider-man / Peter Parker,95
Mister Hyde / Calvin Z,Spider-man / Peter Parker,6
Black Knight V / Dane,Spider-man / Peter Parker,21
Nova Ii / Frankie Raye,Spider-man / Peter Parker,7
Klaw / Ulysses Klaw,Spider-man / Peter Parker,8
Bulldozer / Henry Camp,Spider-man / Peter Parker,16
Storm / Ororo Munroe S,Spider-man / Peter Parker,42
Black Bolt / Blackanto,Spider-man / Peter Parker,10
Beetle / Abner Ronald,Spider-man / Peter Parker,25
Psylocke / Elisabeth B,Spider-man / Peter Parker,9
Cobra / Klaus Vorhees,Spider-man / Peter Parker,5
"O'brien, Michael",Spider-man / Peter Parker,6
Dazzler Ii / Allison B,Spider-man / Peter Parker,8
Doc Samson / Dr. Leona,Spider-man / Peter Parker,7
Nighthawk Ii / Kyle Ri,Spider-man / Peter Parker,7
Titania Ii / Mary Skee,Spider-man / Peter Parker,16
Ant-man / Dr. Henry J.,Spider-man / Peter Parker,46
Black Cat / Felicia Ha,Spider-man / Peter Parker,92
Captain Marvel / Capta,Spider-man / Peter Parker,11
Beast / Henry &hank& P,Spider-man / Peter Parker,51
Mole Man / Harvey Rupe,Spider-man / Peter Parker,12
Cypher / Doug Ramsey,Spider-man / Peter Parker,5
Lyja Lazerfist [skru,Spider-man / Peter Parker,7
Volcana / Marsha Rosen,Spider-man / Peter Parker,11
Warlock Iii,Spider-man / Peter Parker,9
Wizard / Bentley Wittm,Spider-man / Peter Parker,20
Death,Spider-man / Peter Parker,11
Pip / Prince Gofern,Spider-man / Peter Parker,9
Marvel Girl / Jean Grey,Spider-man / Peter Parker,24
Quasar Iii / Wendell V,Spider-man / Peter Parker,29
Thunderstrike / Eric K,Spider-man / Peter Parker,19
Shaman / Michael Twoyo,Spider-man / Peter Parker,8
Spider-woman Ii / Juli,Spider-man / Peter Parker,19
Living Lightning / Mig,Spider-man / Peter Parker,7
Crystal [inhuman],Spider-man / Peter Parker,11
"Fury, Col. Nicholas",Spider-man / Peter Parker,33
Citizen V Ii / Helmut,Spider-man / Peter Parker,11
Fixer Ii / Paul Norber,Spider-man / Peter Parker,7
Power Man / Erik Joste,Spider-man / Peter Parker,12
Kingpin / Wilson Fisk,Spider-man / Peter Parker,102
Dr. Strange / Stephen,Spider-man / Peter Parker,71
Magneto / Magnus / Eric,Spider-man / Peter Parker,20
Dagger / Tandy Bowen,Spider-man / Peter Parker,19
"Leeds, Ned",Spider-man / Peter Parker,78
Dr. Doom / Victor Von,Spider-man / Peter Parker,44
Gorgon [inhuman],Spider-man / Peter Parker,9
Professor X / Charles,Spider-man / Peter Parker,41
Iron Fist / Daniel Ran,Spider-man / Peter Parker,15
Daredevil / Matt Murdo,Spider-man / Peter Parker,103
Lizard / Dr. Curtis Co,Spider-man / Peter Parker,68
Human Torch / Johnny S,Spider-man / Peter Parker,147
"Watson, Anna",Spider-man / Peter Parker,128
Shadowcat / Katherine,Spider-man / Peter Parker,16
Screaming Mimi / Melis,Spider-man / Peter Parker,6
"Urich, Ben",Spider-man / Peter Parker,109
Sersi / Sylvia,Spider-man / Peter Parker,18
Usagent / Captain John,Spider-man / Peter Parker,13
Tigra / Greer Nelson,Spider-man / Peter Parker,14
Hawk,Spider-man / Peter Parker,57
Thing / Benjamin J. Gr,Spider-man / Peter Parker,126
Wolfsbane / Rahne Sinc,Spider-man / Peter Parker,11
Cannonball Ii / Sam Gu,Spider-man / Peter Parker,13
Wasp / Janet Van Dyne,Spider-man / Peter Parker,78
Ant-man Ii / Scott Har,Spider-man / Peter Parker,5
"Robertson, Randy",Spider-man / Peter Parker,66
"Jameson, Col. John",Spider-man / Peter Parker,63
"Page, Karen",Spider-man / Peter Parker,11
"Nelson, Franklin Fog",Spider-man / Peter Parker,28
Wong,Spider-man / Peter Parker,16
Invisible Woman / Sue,Spider-man / Peter Parker,97
"Leeds, Betty Brant",Spider-man / Peter Parker,249
"Grant, Gloria Glory",Spider-man / Peter Parker,111
Quicksilver / Pietro M,Spider-man / Peter Parker,23
"Lubenski, Nate",Spider-man / Peter Parker,63
Punisher Ii / Frank Ca,Spider-man / Peter Parker,43
"Thompson, Eugene Fla",Spider-man / Peter Parker,240
Dr. Octopus / Otto Oct,Spider-man / Peter Parker,89
Justice Ii / Vance Ast,Vision,36
Justice Ii / Vance Ast,Falcon / Sam Wilson,8
Justice Ii / Vance Ast,Scarlet Witch / Wanda,39
Justice Ii / Vance Ast,Gee / Alex Power,29
Justice Ii / Vance Ast,Thunderstrike / Eric K,5
Justice Ii / Vance Ast,Silhouette,27
Justice Ii / Vance Ast,Ultron,7
Justice Ii / Vance Ast,Thor / Dr. Donald Blak,38
Justice Ii / Vance Ast,White Queen / Emma Fro,5
Justice Ii / Vance Ast,Daredevil / Matt Murdo,9
Justice Ii / Vance Ast,Rage / Elvin Daryl Hal,31
Justice Ii / Vance Ast,Human Torch / Johnny S,16
Justice Ii / Vance Ast,Triathlon / Delroy Gar,5
Justice Ii / Vance Ast,Firebird / Bonita Juar,5
Justice Ii / Vance Ast,Demolition Man / Denni,6
Justice Ii / Vance Ast,Beast / Henry &hank& P,8
Justice Ii / Vance Ast,Hercules [greek God],12
Justice Ii / Vance Ast,Darkhawk / Chris Powel,15
Justice Ii / Vance Ast,She-hulk / Jennifer Wa,10
Justice Ii / Vance Ast,Hawk,16
Justice Ii / Vance Ast,Wonder Man / Simon Wil,31
Justice Ii / Vance Ast,"Watson-parker, Mary",6
Spider-man Clone / Ben,Justice Ii / Vance Ast,13
"Jarvis, Edwin",Justice Ii / Vance Ast,26
Invisible Woman / Sue,Justice Ii / Vance Ast,15
Captain America,Justice Ii / Vance Ast,47
Mr. Fantastic / Reed R,Justice Ii / Vance Ast,15
Moondragon / Heather D,Justice Ii / Vance Ast,5
Captain Marvel Ii / Mo,Justice Ii / Vance Ast,7
Crystal [inhuman],Justice Ii / Vance Ast,6
Thing / Benjamin J. Gr,Justice Ii / Vance Ast,22
Sandman / William Bake,Justice Ii / Vance Ast,5
Binary / Carol Danvers,Justice Ii / Vance Ast,10
Quasar Iii / Wendell V,Justice Ii / Vance Ast,6
Black Knight V / Dane,Justice Ii / Vance Ast,8
Black Widow / Natasha,Justice Ii / Vance Ast,13
Quicksilver / Pietro M,Justice Ii / Vance Ast,9
Wasp / Janet Van Dyne,Justice Ii / Vance Ast,21
Ant-man / Dr. Henry J.,Justice Ii / Vance Ast,24
Tigra / Greer Nelson,Dr. Druid / Anthony Lu,5
Tigra / Greer Nelson,Hawk,105
Tigra / Greer Nelson,Usagent / Captain John,23
Tigra / Greer Nelson,Wonder Man / Simon Wil,107
Tigra / Greer Nelson,Machine Man / X-51,9
Tigra / Greer Nelson,Invisible Woman / Sue,30
Tigra / Greer Nelson,Captain Britain / Bria,6
Tigra / Greer Nelson,Professor X / Charles,7
Tigra / Greer Nelson,Ultron,12
Tigra / Greer Nelson,Wolverine / Logan,13
Tigra / Greer Nelson,"Gyrich, Henry Peter",6
Tigra / Greer Nelson,"Le Fey, Morgan",6
Tigra / Greer Nelson,Quicksilver / Pietro M,27
Tigra / Greer Nelson,"Jarvis, Edwin",23
Tigra / Greer Nelson,Storm / Ororo Munroe S,8
Tigra / Greer Nelson,"Jones, Richard Milho",10
Tigra / Greer Nelson,Colossus Ii / Peter Ra,11
Tigra / Greer Nelson,Hellstorm / Daimon Hel,5
Tigra / Greer Nelson,Mr. Fantastic / Reed R,33
Tigra / Greer Nelson,"Cage, Luke / Carl Luca",5
Tigra / Greer Nelson,Hellcat / Patsy Walker,7
Tigra / Greer Nelson,Nightcrawler / Kurt Wa,12
Tigra / Greer Nelson,Daredevil / Matt Murdo,6
Tigra / Greer Nelson,"Norriss, Sister Barb",5
Tigra / Greer Nelson,Spider-woman Ii / Juli,11
Tigra / Greer Nelson,Scarlet Witch / Wanda,69
Tigra / Greer Nelson,She-hulk / Jennifer Wa,34
Tigra / Greer Nelson,Firebird / Bonita Juar,21
Tigra / Greer Nelson,Stingray / Dr. Walter,6
Tigra / Greer Nelson,Sersi / Sylvia,11
Tigra / Greer Nelson,Thor / Dr. Donald Blak,42
Tigra / Greer Nelson,Quasar Iii / Wendell V,26
Tigra / Greer Nelson,Moon Knight / Marc Spe,25
Tigra / Greer Nelson,Black Widow / Natasha,16
Tigra / Greer Nelson,Hercules [greek God],26
Tigra / Greer Nelson,Human Torch / Johnny S,25
Tigra / Greer Nelson,Thing / Benjamin J. Gr,34
Tigra / Greer Nelson,Angel / Warren Kenneth,8
Tigra / Greer Nelson,Captain America,56
Tigra / Greer Nelson,Silver Surfer / Norrin,10
Tigra / Greer Nelson,Mockingbird / Dr. Barb,84
Crystal [inhuman],Tigra / Greer Nelson,7
Phoenix Iii / Rachel S,Tigra / Greer Nelson,5
"Harkness, Agatha",Tigra / Greer Nelson,5
Sunfire / Shiro Yoshid,Tigra / Greer Nelson,5
Iceman / Robert Bobby,Tigra / Greer Nelson,5
Wasp / Janet Van Dyne,Tigra / Greer Nelson,69
Dr. Doom / Victor Von,Tigra / Greer Nelson,6
Power Man / Erik Joste,Tigra / Greer Nelson,6
Forgotten One / Gilgam,Tigra / Greer Nelson,7
Doc Samson / Dr. Leona,Tigra / Greer Nelson,6
"Banner, Betty Ross T",Tigra / Greer Nelson,5
"Fury, Col. Nicholas",Tigra / Greer Nelson,7
Vision,Tigra / Greer Nelson,56
Ant-man / Dr. Henry J.,Tigra / Greer Nelson,87
Dr. Strange / Stephen,Tigra / Greer Nelson,9
"Richards, Franklin B",Tigra / Greer Nelson,6
Gargoyle Ii / Isaac Ch,Tigra / Greer Nelson,5
Shadowcat / Katherine,Tigra / Greer Nelson,10
Spider-woman / Jessica,Tigra / Greer Nelson,8
Living Lightning / Mig,Tigra / Greer Nelson,9
Falcon / Sam Wilson,Tigra / Greer Nelson,11
Black Knight V / Dane,Tigra / Greer Nelson,22
Starfox / Eros,Tigra / Greer Nelson,23
Sandman / William Bake,Tigra / Greer Nelson,9
Binary / Carol Danvers,Tigra / Greer Nelson,8
Rage / Elvin Daryl Hal,Tigra / Greer Nelson,7
Captain Marvel Ii / Mo,Tigra / Greer Nelson,33
Jack Of Hearts / Jack,Tigra / Greer Nelson,8
Moondragon / Heather D,Tigra / Greer Nelson,18
Beast / Henry &hank& P,Tigra / Greer Nelson,13
Wasp / Janet Van Dyne,Toad / Mortimer Toynbe,10
Wasp / Janet Van Dyne,Silver Surfer / Norrin,15
Wasp / Janet Van Dyne,"Dugan, Timothy Aloyi",15
Wasp / Janet Van Dyne,"Osborn, Liz Allan",5
Wasp / Janet Van Dyne,"Thompson, Eugene Fla",6
Wasp / Janet Van Dyne,Angel / Warren Kenneth,31
Wasp / Janet Van Dyne,Black Knight V / Dane,76
Wasp / Janet Van Dyne,Nighthawk Ii / Kyle Ri,11
Wasp / Janet Van Dyne,"Carter, Sharon",6
Wasp / Janet Van Dyne,Sasquatch / Walter Lan,13
Wasp / Janet Van Dyne,"Richards, Franklin B",23
Wasp / Janet Van Dyne,Triton,5
Wasp / Janet Van Dyne,Darkstar / Laynia Serg,7
Wasp / Janet Van Dyne,Pharaoh Rama-tut,51
Wasp / Janet Van Dyne,Scarlet Witch / Wanda,273
Wasp / Janet Van Dyne,Galactus / Galan,18
Wasp / Janet Van Dyne,Piledriver Ii / Brian,18
Wasp / Janet Van Dyne,Enchantress / Amora / He,26
Wasp / Janet Van Dyne,Absorbing Man / Carl C,20
Wasp / Janet Van Dyne,Luna / Luna Maximoff [,13
Wasp / Janet Van Dyne,"Robertson, Joe",11
Wasp / Janet Van Dyne,"Jameson, J. Jonah",17
Wasp / Janet Van Dyne,"O'brien, Michael",9
Wasp / Janet Van Dyne,Dr. Strange / Stephen,38
Wasp / Janet Van Dyne,Ikaris / Ike Harris [e,5
Wasp / Janet Van Dyne,Attuma,10
Wasp / Janet Van Dyne,Jack Of Hearts / Jack,9
Wasp / Janet Van Dyne,Usagent / Captain John,51
Wasp / Janet Van Dyne,Lockjaw [inhuman],12
Wasp / Janet Van Dyne,Ultron,33
Wasp / Janet Van Dyne,Loki [asgardian],13
Wasp / Janet Van Dyne,Binary / Carol Danvers,66
Wasp / Janet Van Dyne,Spider-woman Ii / Juli,27
Wasp / Janet Van Dyne,Daredevil / Matt Murdo,36
Wasp / Janet Van Dyne,Ghaur [deviant],5
Wasp / Janet Van Dyne,Iron Fist / Daniel Ran,11
Wasp / Janet Van Dyne,Leader / Sam Sterns,8
Wasp / Janet Van Dyne,Ant-man / Dr. Henry J.,406
Wasp / Janet Van Dyne,Redwing,7
Wasp / Janet Van Dyne,Vision,254
Wasp / Janet Van Dyne,Lilandra Neramani [s,6
Wasp / Janet Van Dyne,"Ross, Gen. Thaddeus",10
Wasp / Janet Van Dyne,Doc Samson / Dr. Leona,10
Wasp / Janet Van Dyne,Forgotten One / Gilgam,9
Wasp / Janet Van Dyne,Mr. Fantastic / Reed R,95
Wasp / Janet Van Dyne,Molecule Man / Owen Re,11
Wasp / Janet Van Dyne,Thunderstrike / Eric K,12
Wasp / Janet Van Dyne,Puck / Eugene Milton J,8
Wasp / Janet Van Dyne,"Hudson, Heather",6
Wasp / Janet Van Dyne,Mockingbird / Dr. Barb,54
Wasp / Janet Van Dyne,Human Torch Android / ,19
Wasp / Janet Van Dyne,Sunfire / Shiro Yoshid,8
Wasp / Janet Van Dyne,"Cage, Luke / Carl Luca",14
Wasp / Janet Van Dyne,Multiple Man / James A,5
Wasp / Janet Van Dyne,Havok / Alex Summers,6
Wasp / Janet Van Dyne,Magus,5
Wasp / Janet Van Dyne,Iron Man Doppelgange,5
Wasp / Janet Van Dyne,Psylocke / Elisabeth B,9
Wasp / Janet Van Dyne,Mole Man / Harvey Rupe,6
Wasp / Janet Van Dyne,Gambit / Remy Lebeau,11
Wasp / Janet Van Dyne,Mr. Fantastic Doppel,5
Wasp / Janet Van Dyne,"Hogan, Virginia Pepp",11
Wasp / Janet Van Dyne,"Carter, Peggy",5
Wasp / Janet Van Dyne,Human Torch / Johnny S,90
Wasp / Janet Van Dyne,Marvel Girl / Jean Grey,23
Wasp / Janet Van Dyne,Mister Hyde / Calvin Z,6
Wasp / Janet Van Dyne,Citizen V Ii / Helmut,10
Wasp / Janet Van Dyne,Titania Ii / Mary Skee,13
Wasp / Janet Van Dyne,Wrecker Iii / Dirk Gar,18
Wasp / Janet Van Dyne,Dr. Druid / Anthony Lu,16
Wasp / Janet Van Dyne,Moonstone Ii / Karla S,18
Wasp / Janet Van Dyne,Fixer Ii / Paul Norber,11
Wasp / Janet Van Dyne,Gargoyle Ii / Isaac Ch,5
Wasp / Janet Van Dyne,Gorgon [inhuman],7
Wasp / Janet Van Dyne,Colossus Ii / Peter Ra,32
Wasp / Janet Van Dyne,Hellcat / Patsy Walker,22
Wasp / Janet Van Dyne,Karnak [inhuman],7
Wasp / Janet Van Dyne,Death,6
Wasp / Janet Van Dyne,Black Bolt / Blackanto,8
Wasp / Janet Van Dyne,Medusa / Medusalith Am,9
Wasp / Janet Van Dyne,"Norriss, Sister Barb",14
Wasp / Janet Van Dyne,Klaw / Ulysses Klaw,15
Wasp / Janet Van Dyne,Shadowcat / Katherine,10
Wasp / Janet Van Dyne,Living Lightning / Mig,25
Wasp / Janet Van Dyne,Machine Man / X-51,12
Wasp / Janet Van Dyne,Rage / Elvin Daryl Hal,6
Wasp / Janet Van Dyne,Demolition Man / Denni,6
Wasp / Janet Van Dyne,Firebird / Bonita Juar,18
Wasp / Janet Van Dyne,Black Widow / Natasha,90
Wasp / Janet Van Dyne,"Le Fey, Morgan",6
Wasp / Janet Van Dyne,Stingray / Dr. Walter,7
Wasp / Janet Van Dyne,"Jones, Richard Milho",51
Wasp / Janet Van Dyne,Sersi / Sylvia,20
Wasp / Janet Van Dyne,Storm / Ororo Munroe S,37
Wasp / Janet Van Dyne,Nightcrawler / Kurt Wa,23
Wasp / Janet Van Dyne,Captain Marvel Ii / Mo,115
Wasp / Janet Van Dyne,Polaris / Lorna Dane,7
Wasp / Janet Van Dyne,Triathlon / Delroy Gar,30
Wasp / Janet Van Dyne,Jocasta,32
Wasp / Janet Van Dyne,Odin [asgardian],11
Wasp / Janet Van Dyne,Uatu,10
Wasp / Janet Van Dyne,Captain Marvel / Capta,18
Wasp / Janet Van Dyne,Collector / Taneleer T,9
Wasp / Janet Van Dyne,"Gyrich, Henry Peter",22
Wasp / Janet Van Dyne,Crystal [inhuman],42
