Source,Target,Type,Id,Label,timeset,Weight
SHAMAN/MICHAEL TWOYO,CAPTAIN AMERICA,Undirected,950464,,,23
"KNIGHT, MISTY",CAPTAIN AMERICA,Undirected,924480,,,9
BULLDOZER/HENRY CAMP,CAPTAIN AMERICA,Undirected,913006,,,23
LIZARD/DR. CURTIS CO,CAPTAIN AMERICA,Undirected,911735,,,13
REDWING,CAPTAIN AMERICA,Undirected,903191,,,79
TRITON,CAPTAIN AMERICA,Undirected,883337,,,12
MR. FANTASTIC DOPPEL,CAPTAIN AMERICA,Undirected,879716,,,7
SPIDER-WOMAN/JESSICA,CAPTAIN AMERICA,Undirected,871471,,,9
MEDUSA/MEDUSALITH AM,CAPTAIN AMERICA,Undirected,867697,,,17
COBRA/KLAUS VORHEES,CAPTAIN AMERICA,Undirected,860602,,,27
TRIATHLON/DELROY GAR,CAPTAIN AMERICA,Undirected,843650,,,19
WHIZZER II/STANLEY S,CAPTAIN AMERICA,Undirected,834450,,,12
MAD DOG/COLONEL BUZZ,CAPTAIN AMERICA,Undirected,833822,,,7
"OSBORN, HARRY",CAPTAIN AMERICA,Undirected,829580,,,5
TITANIA II/MARY SKEE,CAPTAIN AMERICA,Undirected,822258,,,18
"CAGE, LUKE/CARL LUCA",CAPTAIN AMERICA,Undirected,819750,,,19
BEYONDER,CAPTAIN AMERICA,Undirected,814158,,,13
SWORDSMAN/JACQUES DU,CAPTAIN AMERICA,Undirected,814055,,,33
ENCHANTRESS/AMORA/HE,CAPTAIN AMERICA,Undirected,803752,,,34
IRON FIST/DANIEL RAN,CAPTAIN AMERICA,Undirected,794914,,,14
"JAMESON, COL. JOHN",CAPTAIN AMERICA,Undirected,793977,,,41
ODIN [ASGARDIAN],CAPTAIN AMERICA,Undirected,793216,,,15
FALCON/SAM WILSON,CAPTAIN AMERICA,Undirected,785818,,,189
LOCKJAW [INHUMAN],CAPTAIN AMERICA,Undirected,776115,,,13
"THOMPSON, EUGENE FLA",CAPTAIN AMERICA,Undirected,769817,,,5
"URICH, BEN",CAPTAIN AMERICA,Undirected,769798,,,7
"JONES, RICHARD MILHO",CAPTAIN AMERICA,Undirected,762818,,,80
ZEUS,CAPTAIN AMERICA,Undirected,746558,,,10
THENA,CAPTAIN AMERICA,Undirected,740322,,,6
THUNDERSTRIKE/ERIC K,CAPTAIN AMERICA,Undirected,740280,,,55
WONDER MAN/SIMON WIL,CAPTAIN AMERICA,Undirected,729147,,,216
"JARVIS, EDWIN",CAPTAIN AMERICA,Undirected,719262,,,244
"AUSTIN, SUSAN",CAPTAIN AMERICA,Undirected,719202,,,5
FANDRAL [ASGARDIAN],CAPTAIN AMERICA,Undirected,718572,,,5
BEETLE/ABNER RONALD,CAPTAIN AMERICA,Undirected,717921,,,21
HELA [ASGARDIAN],CAPTAIN AMERICA,Undirected,716930,,,8
HUMAN TORCH ANDROID/,CAPTAIN AMERICA,Undirected,709110,,,71
"DE LA FONTAINE, CONT",CAPTAIN AMERICA,Undirected,700904,,,23
MAGMA/AMARA AQUILLA/,CAPTAIN AMERICA,Undirected,700314,,,5
"MACTAGGERT, MOIRA KI",CAPTAIN AMERICA,Undirected,698577,,,5
CRYSTAL [INHUMAN],CAPTAIN AMERICA,Undirected,690702,,,73
DOC SAMSON/DR. LEONA,CAPTAIN AMERICA,Undirected,683886,,,16
WOLFSBANE/RAHNE SINC,CAPTAIN AMERICA,Undirected,670295,,,17
POLARIS/LORNA DANE,CAPTAIN AMERICA,Undirected,670210,,,15
DEATH,CAPTAIN AMERICA,Undirected,667867,,,14
"HOGAN, VIRGINIA PEPP",CAPTAIN AMERICA,Undirected,662082,,,14
DIAMONDBACK II/RACHE,CAPTAIN AMERICA,Undirected,643129,,,61
"STANKOWICZ, FABIAN",CAPTAIN AMERICA,Undirected,643052,,,33
POWER MAN/ERIK JOSTE,CAPTAIN AMERICA,Undirected,634766,,,24
THANOS DOPPELGANGER,CAPTAIN AMERICA,Undirected,633658,,,10
PSYLOCKE/ELISABETH B,CAPTAIN AMERICA,Undirected,633641,,,29
X-MAN/NATHAN GREY,CAPTAIN AMERICA,Undirected,628817,,,7
CHARCOAL/CHARLIE BUR,CAPTAIN AMERICA,Undirected,626205,,,7
"COOPER, DR. VALERIE",CAPTAIN AMERICA,Undirected,626091,,,20
BLACK BOLT/BLACKANTO,CAPTAIN AMERICA,Undirected,617549,,,17
"BANNER, BETTY ROSS T",CAPTAIN AMERICA,Undirected,614808,,,14
ATTUMA,CAPTAIN AMERICA,Undirected,614207,,,13
"ROSS, GEN. THADDEUS",CAPTAIN AMERICA,Undirected,609946,,,18
LYJA LAZERFIST [SKRU,CAPTAIN AMERICA,Undirected,608257,,,8
STORM/ORORO MUNROE S,CAPTAIN AMERICA,Undirected,605751,,,57
MAKKARI/MIKE KHARY/I,CAPTAIN AMERICA,Undirected,605317,,,9
MAGUS,CAPTAIN AMERICA,Undirected,605276,,,14
SCREAMING MIMI/MELIS,CAPTAIN AMERICA,Undirected,603312,,,18
ANT-MAN II/SCOTT HAR,CAPTAIN AMERICA,Undirected,603177,,,21
ULTRON,CAPTAIN AMERICA,Undirected,603079,,,27
GORGON [INHUMAN],CAPTAIN AMERICA,Undirected,602486,,,14
USAGENT/CAPTAIN JOHN,CAPTAIN AMERICA,Undirected,600637,,,56
STINGRAY/DR. WALTER,CAPTAIN AMERICA,Undirected,600482,,,17
SANDMAN/WILLIAM BAKE,CAPTAIN AMERICA,Undirected,599208,,,24
"LE FEY, MORGAN",CAPTAIN AMERICA,Undirected,598571,,,6
HYPERION,CAPTAIN AMERICA,Undirected,597033,,,12
MACHINE MAN/X-51,CAPTAIN AMERICA,Undirected,596337,,,12
DARKHAWK/CHRIS POWEL,CAPTAIN AMERICA,Undirected,596266,,,15
BLACK KNIGHT V/DANE,CAPTAIN AMERICA,Undirected,596229,,,119
MIRAGE II/DANIELLE M,CAPTAIN AMERICA,Undirected,596177,,,5
PHOENIX III/RACHEL S,CAPTAIN AMERICA,Undirected,596002,,,7
WARLOCK III,CAPTAIN AMERICA,Undirected,595892,,,8
MAGNETO/MAGNUS/ERIC,CAPTAIN AMERICA,Undirected,595735,,,35
MOONSTONE II/KARLA S,CAPTAIN AMERICA,Undirected,595311,,,28
WIZARD/BENTLEY WITTM,CAPTAIN AMERICA,Undirected,595105,,,17
"RICHARDS, FRANKLIN B",CAPTAIN AMERICA,Undirected,594991,,,40
VIZIER,CAPTAIN AMERICA,Undirected,593935,,,5
FORGOTTEN ONE/GILGAM,CAPTAIN AMERICA,Undirected,593878,,,20
BALDER [ASGARDIAN],CAPTAIN AMERICA,Undirected,593836,,,6
LIVING LIGHTNING/MIG,CAPTAIN AMERICA,Undirected,593404,,,26
SERSI/SYLVIA,CAPTAIN AMERICA,Undirected,593388,,,82
BLACK WIDOW/NATASHA,CAPTAIN AMERICA,Undirected,593353,,,143
SPIDER-WOMAN II/JULI,CAPTAIN AMERICA,Undirected,593334,,,28
CITIZEN V II/HELMUT,CAPTAIN AMERICA,Undirected,592186,,,33
WARLOCK II/ADAM WARL,CAPTAIN AMERICA,Undirected,591377,,,23
PIP/PRINCE GOFERN,CAPTAIN AMERICA,Undirected,591069,,,16
DR. DOOM/VICTOR VON,CAPTAIN AMERICA,Undirected,588595,,,65
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,Undirected,588550,,,386
"LEEDS, BETTY BRANT",CAPTAIN AMERICA,Undirected,583554,,,5
CAPTAIN BRITAIN/BRIA,CAPTAIN AMERICA,Undirected,583269,,,25
"JAMESON, J. JONAH",CAPTAIN AMERICA,Undirected,582713,,,32
KLAW/ULYSSES KLAW,CAPTAIN AMERICA,Undirected,580684,,,16
SIF,CAPTAIN AMERICA,Undirected,580270,,,5
JOCASTA,CAPTAIN AMERICA,Undirected,577616,,,36
MOONDRAGON/HEATHER D,CAPTAIN AMERICA,Undirected,577603,,,57
DAZZLER II/ALLISON B,CAPTAIN AMERICA,Undirected,577589,,,9
"CARTER, SHARON",CAPTAIN AMERICA,Undirected,575677,,,126
VISION,CAPTAIN AMERICA,Undirected,575600,,,385
INVISIBLE WOMAN/SUE,CAPTAIN AMERICA,Undirected,575277,,,149
THUNDERSTRIKE/ERIC K,WOLVERINE/LOGAN,Undirected,952374,,,23
THUNDERSTRIKE/ERIC K,THING/BENJAMIN J. GR,Undirected,952373,,,22
THUNDERSTRIKE/ERIC K,MEPHISTO,Undirected,946467,,,17
THUNDERSTRIKE/ERIC K,FANDRAL [ASGARDIAN],Undirected,946461,,,16
THUNDERSTRIKE/ERIC K,COLOSSUS II/PETER RA,Undirected,879424,,,16
THUNDERSTRIKE/ERIC K,MR. FANTASTIC DOPPEL,Undirected,879417,,,6
THUNDERSTRIKE/ERIC K,MARVEL GIRL/JEAN GRE,Undirected,878511,,,15
THUNDERSTRIKE/ERIC K,WONDER MAN/SIMON WIL,Undirected,878510,,,29
THUNDERSTRIKE/ERIC K,POLARIS/LORNA DANE,Undirected,878506,,,8
THUNDERSTRIKE/ERIC K,HAVOK/ALEX SUMMERS,Undirected,878493,,,13
THUNDERSTRIKE/ERIC K,LILANDRA NERAMANI [S,Undirected,812856,,,7
THUNDERSTRIKE/ERIC K,FIRELORD/PYREUS KRIL,Undirected,799863,,,8
THUNDERSTRIKE/ERIC K,CYCLOPS/SCOTT SUMMER,Undirected,757862,,,21
THUNDERSTRIKE/ERIC K,"JARVIS, EDWIN",Undirected,757468,,,13
THUNDERSTRIKE/ERIC K,SASQUATCH/WALTER LAN,Undirected,749463,,,14
THUNDERSTRIKE/ERIC K,HERCULES [GREEK GOD],Undirected,749446,,,62
THUNDERSTRIKE/ERIC K,VOLSTAGG,Undirected,740024,,,17
THUNDERSTRIKE/ERIC K,LOKI [ASGARDIAN],Undirected,739936,,,27
THUNDERSTRIKE/ERIC K,ULIK,Undirected,718920,,,8
THUNDERSTRIKE/ERIC K,STORM/ORORO MUNROE S,Undirected,694503,,,16
THUNDERSTRIKE/ERIC K,ANGEL/WARREN KENNETH,Undirected,680216,,,12
THUNDERSTRIKE/ERIC K,BEAST/HENRY &HANK& P,Undirected,674337,,,11
THUNDERSTRIKE/ERIC K,DRAX/ARTHUR DOUGLAS,Undirected,674327,,,16
THUNDERSTRIKE/ERIC K,PROFESSOR X/CHARLES,Undirected,674320,,,13
THUNDERSTRIKE/ERIC K,SHE-HULK/JENNIFER WA,Undirected,674307,,,29
THUNDERSTRIKE/ERIC K,HUMAN TORCH/JOHNNY S,Undirected,674274,,,22
THUNDERSTRIKE/ERIC K,PSYLOCKE/ELISABETH B,Undirected,674273,,,15
THUNDERSTRIKE/ERIC K,THANOS,Undirected,674268,,,16
THUNDERSTRIKE/ERIC K,PIP/PRINCE GOFERN,Undirected,672420,,,11
THUNDERSTRIKE/ERIC K,ICEMAN/ROBERT BOBBY,Undirected,672414,,,12
THUNDERSTRIKE/ERIC K,DR. DRUID/ANTHONY LU,Undirected,672401,,,13
THUNDERSTRIKE/ERIC K,IRON MAN DOPPELGANGE,Undirected,668890,,,6
THUNDERSTRIKE/ERIC K,PUCK/EUGENE MILTON J,Undirected,668879,,,8
THUNDERSTRIKE/ERIC K,BLACK KNIGHT V/DANE,Undirected,668862,,,28
THUNDERSTRIKE/ERIC K,MOON KNIGHT/MARC SPE,Undirected,668860,,,5
THUNDERSTRIKE/ERIC K,MOONDRAGON/HEATHER D,Undirected,668859,,,10
THUNDERSTRIKE/ERIC K,MULTIPLE MAN/JAMES A,Undirected,668856,,,7
THUNDERSTRIKE/ERIC K,PHARAOH RAMA-TUT,Undirected,668853,,,7
THUNDERSTRIKE/ERIC K,GAMBIT/REMY LEBEAU,Undirected,668852,,,8
THUNDERSTRIKE/ERIC K,GAMORA,Undirected,668850,,,10
THUNDERSTRIKE/ERIC K,NOVA II/FRANKIE RAYE,Undirected,632881,,,8
THUNDERSTRIKE/ERIC K,THANOS DOPPELGANGER,Undirected,632857,,,8
THUNDERSTRIKE/ERIC K,HIGH EVOLUTIONARY/HE,Undirected,624770,,,8
THUNDERSTRIKE/ERIC K,"AUSTIN, SUSAN",Undirected,624615,,,36
THUNDERSTRIKE/ERIC K,CAPTAIN MARVEL II/MO,Undirected,606422,,,11
THUNDERSTRIKE/ERIC K,THOR/DR. DONALD BLAK,Undirected,593862,,,39
THUNDERSTRIKE/ERIC K,ODIN [ASGARDIAN],Undirected,593854,,,15
DR. STRANGE/STEPHEN,THUNDERSTRIKE/ERIC K,Undirected,1117090,,,20
CRYSTAL [INHUMAN],THUNDERSTRIKE/ERIC K,Undirected,1044884,,,28
VISION,THUNDERSTRIKE/ERIC K,Undirected,1001716,,,45
MR. FANTASTIC/REED R,THUNDERSTRIKE/ERIC K,Undirected,986324,,,11
USAGENT/CAPTAIN JOHN,THUNDERSTRIKE/ERIC K,Undirected,951503,,,12
LIVING LIGHTNING/MIG,THUNDERSTRIKE/ERIC K,Undirected,948284,,,21
ENCHANTRESS/AMORA/HE,THUNDERSTRIKE/ERIC K,Undirected,946352,,,14
RED SKULL/JOHANN SCH,THUNDERSTRIKE/ERIC K,Undirected,943929,,,5
"HARKNESS, AGATHA",THUNDERSTRIKE/ERIC K,Undirected,879379,,,10
STARFOX/EROS,THUNDERSTRIKE/ERIC K,Undirected,812784,,,13
WARLOCK II/ADAM WARL,THUNDERSTRIKE/ERIC K,Undirected,799799,,,18
BLACK WIDOW/NATASHA,THUNDERSTRIKE/ERIC K,Undirected,799311,,,32
VIZIER,THUNDERSTRIKE/ERIC K,Undirected,784863,,,17
DR. DOOM/VICTOR VON,THUNDERSTRIKE/ERIC K,Undirected,778721,,,14
"FURY, COL. NICHOLAS",THUNDERSTRIKE/ERIC K,Undirected,778711,,,6
SERSI/SYLVIA,THUNDERSTRIKE/ERIC K,Undirected,740267,,,16
SIF,THUNDERSTRIKE/ERIC K,Undirected,740016,,,15
HEIMDALL [ASGARDIAN],THUNDERSTRIKE/ERIC K,Undirected,739913,,,13
HOGUN [ASGARDIAN],THUNDERSTRIKE/ERIC K,Undirected,739437,,,17
"CARTER, PEGGY",THUNDERSTRIKE/ERIC K,Undirected,719214,,,6
WRECKER III/DIRK GAR,THUNDERSTRIKE/ERIC K,Undirected,701438,,,5
INVISIBLE WOMAN/SUE,THUNDERSTRIKE/ERIC K,Undirected,691357,,,22
ETERNITY/ADAM QADMON,THUNDERSTRIKE/ERIC K,Undirected,680034,,,9
WILD CHILD/KYLE GIBN,THUNDERSTRIKE/ERIC K,Undirected,672319,,,5
NORTHSTAR/JEAN-PAUL,THUNDERSTRIKE/ERIC K,Undirected,671843,,,5
QUASAR III/WENDELL V,THUNDERSTRIKE/ERIC K,Undirected,671648,,,25
SHAMAN/MICHAEL TWOYO,THUNDERSTRIKE/ERIC K,Undirected,668849,,,7
SPIDER-WOMAN II/JULI,THUNDERSTRIKE/ERIC K,Undirected,668806,,,9
"HUDSON, HEATHER",THUNDERSTRIKE/ERIC K,Undirected,668717,,,11
WOLFSBANE/RAHNE SINC,THUNDERSTRIKE/ERIC K,Undirected,668576,,,6
ANT-MAN/DR. HENRY J.,THUNDERSTRIKE/ERIC K,Undirected,667982,,,22
DARKHAWK/CHRIS POWEL,THUNDERSTRIKE/ERIC K,Undirected,632702,,,9
DAREDEVIL/MATT MURDO,THUNDERSTRIKE/ERIC K,Undirected,632345,,,12
MAGUS,THUNDERSTRIKE/ERIC K,Undirected,632290,,,11
STRONG GUY/GUIDO CAR,THUNDERSTRIKE/ERIC K,Undirected,632177,,,14
BALDER [ASGARDIAN],THUNDERSTRIKE/ERIC K,Undirected,593850,,,16
DEATH,THUNDERSTRIKE/ERIC K,Undirected,575446,,,7
WONDER MAN/SIMON WIL,TRIATHLON/DELROY GAR,Undirected,1146209,,,18
WONDER MAN/SIMON WIL,"CAGE, LUKE/CARL LUCA",Undirected,1135169,,,12
WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON,Undirected,1125631,,,19
WONDER MAN/SIMON WIL,MEPHISTO,Undirected,1083706,,,8
WONDER MAN/SIMON WIL,"MASTERS, ALICIA REIS",Undirected,1004328,,,12
WONDER MAN/SIMON WIL,MR. FANTASTIC/REED R,Undirected,996204,,,50
WONDER MAN/SIMON WIL,DOC SAMSON/DR. LEONA,Undirected,970125,,,12
WONDER MAN/SIMON WIL,NIGHTCRAWLER/KURT WA,Undirected,970102,,,15
WONDER MAN/SIMON WIL,DR. DRUID/ANTHONY LU,Undirected,951201,,,18
WONDER MAN/SIMON WIL,MOONSTONE II/KARLA S,Undirected,917271,,,6
WONDER MAN/SIMON WIL,GHAUR [DEVIANT],Undirected,907802,,,6
WONDER MAN/SIMON WIL,STORM/ORORO MUNROE S,Undirected,878924,,,33
WONDER MAN/SIMON WIL,JACK OF HEARTS/JACK,Undirected,870013,,,10
WONDER MAN/SIMON WIL,ANT-MAN II/SCOTT HAR,Undirected,870003,,,9
WONDER MAN/SIMON WIL,AURORA/JEANNE-MARIE,Undirected,869991,,,7
WONDER MAN/SIMON WIL,PHARAOH RAMA-TUT,Undirected,830668,,,22
WONDER MAN/SIMON WIL,DAZZLER II/ALLISON B,Undirected,797304,,,5
WONDER MAN/SIMON WIL,LOCKJAW [INHUMAN],Undirected,786688,,,7
WONDER MAN/SIMON WIL,THING/BENJAMIN J. GR,Undirected,781889,,,67
WONDER MAN/SIMON WIL,RAGE/ELVIN DARYL HAL,Undirected,775322,,,10
WONDER MAN/SIMON WIL,NORTHSTAR/JEAN-PAUL,Undirected,749210,,,9
WONDER MAN/SIMON WIL,HAVOK/ALEX SUMMERS,Undirected,749198,,,18
WONDER MAN/SIMON WIL,PSYLOCKE/ELISABETH B,Undirected,749195,,,19
WONDER MAN/SIMON WIL,HERCULES [GREEK GOD],Undirected,749194,,,63
WONDER MAN/SIMON WIL,"JONES, RICHARD MILHO",Undirected,712237,,,17
WONDER MAN/SIMON WIL,HUMAN TORCH ANDROID/,Undirected,685937,,,21
WONDER MAN/SIMON WIL,HELLSTORM/DAIMON HEL,Undirected,682484,,,7
WONDER MAN/SIMON WIL,COLOSSUS II/PETER RA,Undirected,677391,,,31
WONDER MAN/SIMON WIL,WARLOCK II/ADAM WARL,Undirected,677387,,,12
WONDER MAN/SIMON WIL,ETERNITY/ADAM QADMON,Undirected,677382,,,9
WONDER MAN/SIMON WIL,ANGEL/WARREN KENNETH,Undirected,676329,,,29
WONDER MAN/SIMON WIL,MAGUS,Undirected,673291,,,13
WONDER MAN/SIMON WIL,WOLVERINE/LOGAN,Undirected,663089,,,41
WONDER MAN/SIMON WIL,MULTIPLE MAN/JAMES A,Undirected,663078,,,8
WONDER MAN/SIMON WIL,THANOS DOPPELGANGER,Undirected,663064,,,10
WONDER MAN/SIMON WIL,PUCK/EUGENE MILTON J,Undirected,663056,,,10
WONDER MAN/SIMON WIL,POLARIS/LORNA DANE,Undirected,663054,,,11
WONDER MAN/SIMON WIL,SILHOUETTE,Undirected,663045,,,5
WONDER MAN/SIMON WIL,MANTIS/? BRANDT,Undirected,646298,,,10
WONDER MAN/SIMON WIL,"NORRISS, SISTER BARB",Undirected,644303,,,12
WONDER MAN/SIMON WIL,DAREDEVIL/MATT MURDO,Undirected,632130,,,28
WONDER MAN/SIMON WIL,COLOSSUS II DOPPELGA,Undirected,632125,,,6
WONDER MAN/SIMON WIL,NOVA II/FRANKIE RAYE,Undirected,632116,,,9
WONDER MAN/SIMON WIL,GAMORA,Undirected,632096,,,11
WONDER MAN/SIMON WIL,KARNAK [INHUMAN],Undirected,621024,,,5
WONDER MAN/SIMON WIL,CLEA,Undirected,621019,,,5
WONDER MAN/SIMON WIL,ATTUMA,Undirected,614131,,,5
WONDER MAN/SIMON WIL,LILANDRA NERAMANI [S,Undirected,606368,,,11
WONDER MAN/SIMON WIL,STRONG GUY/GUIDO CAR,Undirected,604490,,,17
WONDER MAN/SIMON WIL,DRAX/ARTHUR DOUGLAS,Undirected,604485,,,15
WONDER MAN/SIMON WIL,HUMAN TORCH/JOHNNY S,Undirected,604475,,,54
WONDER MAN/SIMON WIL,BEETLE/ABNER RONALD,Undirected,603893,,,7
WONDER MAN/SIMON WIL,"HUDSON, HEATHER",Undirected,591562,,,13
WONDER MAN/SIMON WIL,THANOS,Undirected,591561,,,14
WONDER MAN/SIMON WIL,MS. MARVEL II/SHARON,Undirected,586408,,,6
WONDER MAN/SIMON WIL,CAPTAIN MARVEL/CAPTA,Undirected,585220,,,16
WONDER MAN/SIMON WIL,COLLECTOR/TANELEER T,Undirected,584976,,,7
WONDER MAN/SIMON WIL,"GYRICH, HENRY PETER",Undirected,584974,,,17
WONDER MAN/SIMON WIL,ULTRON,Undirected,584754,,,27
WONDER MAN/SIMON WIL,MAKKARI/MIKE KHARY/I,Undirected,582403,,,7
WONDER MAN/SIMON WIL,MOON KNIGHT/MARC SPE,Undirected,577557,,,30
CAPTAIN MARVEL II/MO,WONDER MAN/SIMON WIL,Undirected,1125203,,,43
"CARTER, PEGGY",WONDER MAN/SIMON WIL,Undirected,1065255,,,7
VISION,WONDER MAN/SIMON WIL,Undirected,1040229,,,226
INVISIBLE WOMAN/SUE,WONDER MAN/SIMON WIL,Undirected,1024313,,,61
"COOPER, DR. VALERIE",WONDER MAN/SIMON WIL,Undirected,1002737,,,6
"JAMESON, J. JONAH",WONDER MAN/SIMON WIL,Undirected,969314,,,7
IRON MAN DOPPELGANGE,WONDER MAN/SIMON WIL,Undirected,952424,,,7
MR. FANTASTIC DOPPEL,WONDER MAN/SIMON WIL,Undirected,950583,,,8
"HARKNESS, AGATHA",WONDER MAN/SIMON WIL,Undirected,950025,,,21
CHARCOAL/CHARLIE BUR,WONDER MAN/SIMON WIL,Undirected,940918,,,8
"O'BRIEN, MICHAEL",WONDER MAN/SIMON WIL,Undirected,905913,,,7
FORGOTTEN ONE/GILGAM,WONDER MAN/SIMON WIL,Undirected,905500,,,11
SHE-HULK/JENNIFER WA,WONDER MAN/SIMON WIL,Undirected,880195,,,76
PROFESSOR X/CHARLES,WONDER MAN/SIMON WIL,Undirected,878778,,,20
SASQUATCH/WALTER LAN,WONDER MAN/SIMON WIL,Undirected,878685,,,23
JOCASTA,WONDER MAN/SIMON WIL,Undirected,875920,,,31
SUNFIRE/SHIRO YOSHID,WONDER MAN/SIMON WIL,Undirected,869519,,,7
THOR/DR. DONALD BLAK,WONDER MAN/SIMON WIL,Undirected,843103,,,125
NIGHTHAWK II/KYLE RI,WONDER MAN/SIMON WIL,Undirected,820083,,,8
HELLCAT/PATSY WALKER,WONDER MAN/SIMON WIL,Undirected,819814,,,17
MOONDRAGON/HEATHER D,WONDER MAN/SIMON WIL,Undirected,809291,,,38
FORGE,WONDER MAN/SIMON WIL,Undirected,809169,,,6
ENCHANTRESS/AMORA/HE,WONDER MAN/SIMON WIL,Undirected,805549,,,10
"ROSS, GEN. THADDEUS",WONDER MAN/SIMON WIL,Undirected,803998,,,6
LOKI [ASGARDIAN],WONDER MAN/SIMON WIL,Undirected,793755,,,6
POWER MAN/ERIK JOSTE,WONDER MAN/SIMON WIL,Undirected,781863,,,18
SHADOWCAT/KATHERINE,WONDER MAN/SIMON WIL,Undirected,698166,,,13
"RICHARDS, FRANKLIN B",WONDER MAN/SIMON WIL,Undirected,694448,,,14
ANT-MAN/DR. HENRY J.,WONDER MAN/SIMON WIL,Undirected,692688,,,194
"FURY, COL. NICHOLAS",WONDER MAN/SIMON WIL,Undirected,682284,,,19
GAMBIT/REMY LEBEAU,WONDER MAN/SIMON WIL,Undirected,680070,,,10
CYCLOPS/SCOTT SUMMER,WONDER MAN/SIMON WIL,Undirected,678683,,,25
PIP/PRINCE GOFERN,WONDER MAN/SIMON WIL,Undirected,676056,,,10
CRYSTAL [INHUMAN],WONDER MAN/SIMON WIL,Undirected,675874,,,19
WILD CHILD/KYLE GIBN,WONDER MAN/SIMON WIL,Undirected,672298,,,6
WOLFSBANE/RAHNE SINC,WONDER MAN/SIMON WIL,Undirected,670268,,,8
"HOGAN, VIRGINIA PEPP",WONDER MAN/SIMON WIL,Undirected,662081,,,5
VANGUARD/NICOLAI KRY,WONDER MAN/SIMON WIL,Undirected,646047,,,8
DARKSTAR/LAYNIA SERG,WONDER MAN/SIMON WIL,Undirected,646036,,,8
WONG,WONDER MAN/SIMON WIL,Undirected,644172,,,6
"BANNER, BETTY ROSS T",WONDER MAN/SIMON WIL,Undirected,638594,,,8
MAGNETO/MAGNUS/ERIC,WONDER MAN/SIMON WIL,Undirected,637334,,,10
SWORDSMAN/JACQUES DU,WONDER MAN/SIMON WIL,Undirected,622338,,,6
GORGON [INHUMAN],WONDER MAN/SIMON WIL,Undirected,620681,,,5
DR. STRANGE/STEPHEN,WONDER MAN/SIMON WIL,Undirected,620640,,,30
GARGOYLE II/ISAAC CH,WONDER MAN/SIMON WIL,Undirected,620466,,,7
IRON FIST/DANIEL RAN,WONDER MAN/SIMON WIL,Undirected,620226,,,8
BLACK BOLT/BLACKANTO,WONDER MAN/SIMON WIL,Undirected,619731,,,5
SPIDER-WOMAN/JESSICA,WONDER MAN/SIMON WIL,Undirected,613316,,,5
SCREAMING MIMI/MELIS,WONDER MAN/SIMON WIL,Undirected,603306,,,10
FIREBIRD/BONITA JUAR,WONDER MAN/SIMON WIL,Undirected,600350,,,27
STARFOX/EROS,WONDER MAN/SIMON WIL,Undirected,600323,,,27
SERSI/SYLVIA,WONDER MAN/SIMON WIL,Undirected,599840,,,20
DARKHAWK/CHRIS POWEL,WONDER MAN/SIMON WIL,Undirected,599790,,,15
BLACK KNIGHT V/DANE,WONDER MAN/SIMON WIL,Undirected,599690,,,45
USAGENT/CAPTAIN JOHN,WONDER MAN/SIMON WIL,Undirected,599501,,,77
STINGRAY/DR. WALTER,WONDER MAN/SIMON WIL,Undirected,599361,,,5
LIVING LIGHTNING/MIG,WONDER MAN/SIMON WIL,Undirected,599231,,,54
HYPERION,WONDER MAN/SIMON WIL,Undirected,597031,,,5
FALCON/SAM WILSON,WONDER MAN/SIMON WIL,Undirected,596733,,,25
MACHINE MAN/X-51,WONDER MAN/SIMON WIL,Undirected,596309,,,8
"STANKOWICZ, FABIAN",WONDER MAN/SIMON WIL,Undirected,595843,,,6
MOLE MAN/HARVEY RUPE,WONDER MAN/SIMON WIL,Undirected,593496,,,5
SANDMAN/WILLIAM BAKE,WONDER MAN/SIMON WIL,Undirected,593451,,,10
SPIDER-WOMAN II/JULI,WONDER MAN/SIMON WIL,Undirected,593292,,,42
QUASAR III/WENDELL V,WONDER MAN/SIMON WIL,Undirected,591442,,,54
ICEMAN/ROBERT BOBBY,WONDER MAN/SIMON WIL,Undirected,591356,,,24
SHAMAN/MICHAEL TWOYO,WONDER MAN/SIMON WIL,Undirected,591037,,,12
BLACK WIDOW/NATASHA,WONDER MAN/SIMON WIL,Undirected,585371,,,49
BINARY/CAROL DANVERS,WONDER MAN/SIMON WIL,Undirected,584939,,,51
"JARVIS, EDWIN",WONDER MAN/SIMON WIL,Undirected,584383,,,93
PHOENIX III/RACHEL S,WONDER MAN/SIMON WIL,Undirected,582396,,,6
CAPTAIN BRITAIN/BRIA,WONDER MAN/SIMON WIL,Undirected,582384,,,9
BEAST/HENRY &HANK& P,WONDER MAN/SIMON WIL,Undirected,577512,,,110
MARVEL GIRL/JEAN GRE,WONDER MAN/SIMON WIL,Undirected,575581,,,21
DEATH,WONDER MAN/SIMON WIL,Undirected,575449,,,8
WOLVERINE/LOGAN,DEATH,Undirected,1143209,,,8
WOLVERINE/LOGAN,KARNAK [INHUMAN],Undirected,1142831,,,5
WOLVERINE/LOGAN,"HODGE, CAMERON",Undirected,1112504,,,6
WOLVERINE/LOGAN,DEATHBIRD [SHI'AR],Undirected,1110572,,,13
WOLVERINE/LOGAN,COLLECTOR/TANELEER T,Undirected,1061450,,,5
